-0.5 1 -0.4 0.4 intercept 0.4311
-0.5 1 0.2 -0.2 slope 0.3285
-0.5 1 -0.2 0.2 slope 0.3718
-0.5 1 0.1 -0.1 slope 0.3286
-0.5 1 -0.1 0.1 slope 0.3484
-0.5 -1 0 0 nojump 0
-0.5 -1 0.4 -0.4 intercept 2.0839
-0.5 -1 -0.4 0.4 intercept 0.3108
-0.5 -1 0.2 -0.2 nojump 0
-0.5 -1 -0.2 0.2 intercept 0.7956
-0.5 -1 0.1 -0.1 nojump 0
-0.5 -1 -0.1 0.1 nojump 0
-0.5 0.5 0.4 -0.4 intercept 0.4345
-0.5 0.5 -0.4 0.4 intercept 0.3573
-0.5 -0.5 0.4 -0.4 intercept 0.6565
-0.5 -0.5 -0.4 0.4 intercept 0.3116
-0.5 0.25 0.4 -0.4 intercept 0.4567
-0.5 0.25 -0.4 0.4 intercept 0.3387
-0.5 -0.25 0.4 -0.4 intercept 0.5477
-0.5 -0.25 -0.4 0.4 intercept 0.3168
0.25 0 0.4 -0.4 intercept 0.3977
0.25 0 -0.4 0.4 intercept 0.3694
0.25 1 0 0 nojump 0
0.25 1 0.4 -0.4 intercept 0.3768
0.25 1 -0.4 0.4 intercept 0.6788
0.25 1 0.2 -0.2 slope 0.821
0.25 1 -0.2 0.2 nojump 0
0.25 1 0.1 -0.1 slope 1.0549
0.25 1 -0.1 0.1 nojump 0
0.25 -1 0 0 slope 0.561
0.25 -1 0.4 -0.4 intercept 0.5654
0.25 -1 -0.4 0.4 intercept 0.3226
0.25 -1 0.2 -0.2 slope 0.7264
0.25 -1 -0.2 0.2 slope 0.5371
0.25 -1 0.1 -0.1 slope 0.6133
0.25 -1 -0.1 0.1 slope 0.5387
0.25 0.5 0.4 -0.4 intercept 0.3725
0.25 0.5 -0.4 0.4 intercept 0.4497
0.25 -0.5 0.4 -0.4 intercept 0.4472
0.25 -0.5 -0.4 0.4 intercept 0.3362
0.25 0.25 0.4 -0.4 intercept 0.3807
0.25 0.25 -0.4 0.4 intercept 0.4005
0.25 -0.25 0.4 -0.4 intercept 0.4183
0.25 -0.25 -0.4 0.4 intercept 0.3488
-0.25 0 0.4 -0.4 intercept 0.4472
-0.25 0 -0.4 0.4 intercept 0.335
-0.25 1 0 0 slope 0.4238
-0.25 1 0.4 -0.4 intercept 0.3973
-0.25 1 -0.4 0.4 intercept 0.477
-0.25 1 0.2 -0.2 slope 0.3983
-0.25 1 -0.2 0.2 slope 0.5352
-0.25 1 0.1 -0.1 slope 0.4048
-0.25 1 -0.1 0.1 slope 0.4611
-0.25 -1 0 0 nojump 0
-0.25 -1 0.4 -0.4 intercept 0.9614
-0.25 -1 -0.4 0.4 intercept 0.3114
-0.25 -1 0.2 -0.2 nojump 0
-0.25 -1 -0.2 0.2 intercept 0.709
-0.25 -1 0.1 -0.1 nojump 0
-0.25 -1 -0.1 0.1 slope 1.5328
-0.25 0.5 0.4 -0.4 intercept 0.4093
-0.25 0.5 -0.4 0.4 intercept 0.3759
-0.25 -0.5 0.4 -0.4 intercept 0.5433
-0.25 -0.5 -0.4 0.4 intercept 0.316
-0.25 0.25 0.4 -0.4 intercept 0.4237
-0.25 0.25 -0.4 0.4 intercept 0.3508
-0.25 -0.25 0.4 -0.4 intercept 0.4847
-0.25 -0.25 -0.4 0.4 intercept 0.3234
