0 0 0 0 nojump 0
0 0 0.4 -0.4 intercept 0.4184
0 0 -0.4 0.4 intercept 0.3479
0 1 0 0 slope 0.6221
0 1 0.4 -0.4 intercept 0.3829
0 1 -0.4 0.4 intercept 0.5425
0 1 0.2 -0.2 slope 0.5192
0 1 -0.2 0.2 nojump 0
0 1 0.1 -0.1 slope 0.549
0 1 -0.1 0.1 slope 0.8098
0 -1 0 0 slope 0.839
0 -1 0.4 -0.4 intercept 0.6807
0 -1 -0.4 0.4 intercept 0.3152
0 -1 0.2 -0.2 nojump 0
0 -1 -0.2 0.2 intercept 0.6799
0 -1 0.1 -0.1 slope 1.16
0 -1 -0.1 0.1 slope 0.7338
0 0.5 0.4 -0.4 intercept 0.3871
0 0.5 -0.4 0.4 intercept 0.4044
0 -0.5 0.4 -0.4 intercept 0.4849
0 -0.5 -0.4 0.4 intercept 0.3239
0 0.25 0.4 -0.4 intercept 0.4016
0 0.25 -0.4 0.4 intercept 0.3705
0 -0.25 0.4 -0.4 intercept 0.4442
0 -0.25 -0.4 0.4 intercept 0.3342
1 0 0 0 slope 0.8929
1 0 0.4 -0.4 intercept 0.3702
1 0 -0.4 0.4 intercept 0.5374
1 0 0.2 -0.2 slope 0.6992
1 0 -0.2 0.2 nojump 0
1 0 0.1 -0.1 slope 0.7539
1 0 -0.1 0.1 slope 1.3237
1 1 0 0 nojump 0
1 1 0.4 -0.4 intercept 0.4026
1 1 -0.4 0.4 nojump 0
1 1 0.2 -0.2 nojump 0
1 1 -0.2 0.2 nojump 0
1 1 0.1 -0.1 nojump 0
1 1 -0.1 0.1 nojump 0
1 -1 0 0 slope 0.3272
1 -1 0.4 -0.4 slope 0.3579
1 -1 -0.4 0.4 intercept 0.3761
1 -1 0.2 -0.2 slope 0.332
1 -1 -0.2 0.2 slope 0.3403
1 -1 0.1 -0.1 slope 0.3274
1 -1 -0.1 0.1 slope 0.3314
1 0.5 0 0 nojump 0
1 0.5 0.4 -0.4 intercept 0.3715
1 0.5 -0.4 0.4 intercept 1.4826
1 0.5 0.2 -0.2 intercept 1.1054
1 0.5 -0.2 0.2 nojump 0
1 0.5 0.1 -0.1 nojump 0
1 0.5 -0.1 0.1 nojump 0
1 -0.5 0 0 slope 0.451
1 -0.5 0.4 -0.4 intercept 0.3991
1 -0.5 -0.4 0.4 intercept 0.4236
1 -0.5 0.2 -0.2 slope 0.4385
1 -0.5 -0.2 0.2 slope 0.52
1 -0.5 0.1 -0.1 slope 0.4394
1 -0.5 -0.1 0.1 slope 0.4757
1 0.25 0 0 nojump 0
1 0.25 0.4 -0.4 intercept 0.3676
1 0.25 -0.4 0.4 intercept 0.6744
1 0.25 0.2 -0.2 intercept 0.9332
1 0.25 -0.2 0.2 nojump 0
1 0.25 0.1 -0.1 slope 1.6496
1 0.25 -0.1 0.1 nojump 0
1 -0.25 0 0 slope 0.579
1 -0.25 0.4 -0.4 intercept 0.3799
1 -0.25 -0.4 0.4 intercept 0.4704
1 -0.25 0.2 -0.2 slope 0.5321
1 -0.25 -0.2 0.2 slope 0.8015
1 -0.25 0.1 -0.1 slope 0.5444
1 -0.25 -0.1 0.1 slope 0.6498
-1 0 0 0 slope 0.5844
-1 0 0.4 -0.4 intercept 0.7154
-1 0 -0.4 0.4 intercept 0.3186
-1 0 0.2 -0.2 nojump 0
-1 0 -0.2 0.2 slope 0.5089
-1 0 0.1 -0.1 slope 0.7294
-1 0 -0.1 0.1 slope 0.5284
-1 1 0 0 slope 0.2444
-1 1 0.4 -0.4 slope 0.2625
-1 1 -0.4 0.4 slope 0.2715
-1 1 0.2 -0.2 slope 0.2475
-1 1 -0.2 0.2 slope 0.2515
-1 1 0.1 -0.1 slope 0.2447
-1 1 -0.1 0.1 slope 0.2466
-1 -1 0 0 nojump 0
-1 -1 0.4 -0.4 nojump 0
-1 -1 -0.4 0.4 intercept 0.3195
-1 -1 0.2 -0.2 nojump 0
-1 -1 -0.2 0.2 nojump 0
-1 -1 0.1 -0.1 nojump 0
-1 -1 -0.1 0.1 nojump 0
-1 0.5 0 0 slope 0.3293
-1 0.5 0.4 -0.4 slope 0.4497
-1 0.5 -0.4 0.4 intercept 0.3393
-1 0.5 0.2 -0.2 slope 0.3567
-1 0.5 -0.2 0.2 slope 0.3298
-1 0.5 0.1 -0.1 slope 0.3386
-1 0.5 -0.1 0.1 slope 0.3266
-1 -0.5 0 0 nojump 0
-1 -0.5 0.4 -0.4 intercept 2.437
-1 -0.5 -0.4 0.4 intercept 0.3125
-1 -0.5 0.2 -0.2 nojump 0
-1 -0.5 -0.2 0.2 intercept 0.8062
-1 -0.5 0.1 -0.1 nojump 0
-1 -0.5 -0.1 0.1 nojump 0
-1 0.25 0 0 slope 0.4105
-1 0.25 0.4 -0.4 intercept 0.5968
-1 0.25 -0.4 0.4 intercept 0.327
-1 0.25 0.2 -0.2 slope 0.498
-1 0.25 -0.2 0.2 slope 0.3963
-1 0.25 0.1 -0.1 slope 0.4391
-1 0.25 -0.1 0.1 slope 0.3977
-1 -0.25 0 0 nojump 0
-1 -0.25 0.4 -0.4 intercept 1.0205
-1 -0.25 -0.4 0.4 intercept 0.3139
-1 -0.25 0.2 -0.2 nojump 0
-1 -0.25 -0.2 0.2 intercept 0.7222
-1 -0.25 0.1 -0.1 nojump 0
-1 -0.25 -0.1 0.1 slope 0.9504
0.5 0 0.4 -0.4 intercept 0.3802
0.5 0 -0.4 0.4 intercept 0.402
0.5 1 0 0 nojump 0
0.5 1 0.4 -0.4 intercept 0.3778
0.5 1 -0.4 0.4 intercept 1.4626
0.5 1 0.2 -0.2 intercept 1.1394
0.5 1 -0.2 0.2 nojump 0
0.5 1 0.1 -0.1 nojump 0
0.5 1 -0.1 0.1 nojump 0
0.5 -1 0 0 slope 0.4435
0.5 -1 0.4 -0.4 intercept 0.5083
0.5 -1 -0.4 0.4 intercept 0.3342
0.5 -1 0.2 -0.2 slope 0.4916
0.5 -1 -0.2 0.2 slope 0.4456
0.5 -1 0.1 -0.1 slope 0.4595
0.5 -1 -0.1 0.1 slope 0.4393
0.5 0.5 0.4 -0.4 intercept 0.3657
0.5 0.5 -0.4 0.4 intercept 0.519
0.5 -0.5 0.4 -0.4 intercept 0.4233
0.5 -0.5 -0.4 0.4 intercept 0.3533
0.5 0.25 0.4 -0.4 intercept 0.3693
0.5 0.25 -0.4 0.4 intercept 0.4483
0.5 -0.25 0.4 -0.4 intercept 0.401
0.5 -0.25 -0.4 0.4 intercept 0.3727
-0.5 0 0.4 -0.4 intercept 0.4919
-0.5 0 -0.4 0.4 intercept 0.3257
-0.5 1 0 0 slope 0.3349
-0.5 1 0.4 -0.4 slope 0.348
